0.011				0.012698519
0.011971627			0.012669368
0.012608745			0.012620105
0.013770995			0.012473969
0.015346706			0.01217297
0.016550186			0.011875187
0.01801997			0.011360727
0.019274418			0.010898599
0.020669532			0.010364729
0.02168986			0.009960528
0.022354339			0.009690958
0.023414859			0.009250434
0.024065271			0.008974177
0.025621379			0.008296143
0.027239778			0.00757153
0.028573178			0.006969569
0.030121887			0.006283678
0.031842257			0.005572832
0.0329106			0.005177485
0.033295763			0.005045957
0.034481723			0.004682062
0.035316946			0.00446495
0.036045877			0.004302197
0.037442926			0.004057013
0.03862174			0.003912464
0.039700218			0.003823842
0.041041216			0.003763312
0.042493341			0.00375
0.043620304			0.00377727
0.04410996			0.003799693
0.045425884			0.003891805
0.046097548			0.003956805
0.047015481			0.004065433
0.047707315			0.004162529
0.048791119			0.004341213
0.05023134			0.004629602
0.051199623			0.004856805
0.052600547			0.005234109
0.05380452			0.005605522
0.0545319			0.00585143
0.054949707			0.005995444
0.055601516			0.006214847
0.056332884			0.006453359
0.056916099			0.006637846
0.058262167			0.007044692
0.059104135			0.007285992
0.060081425			0.007553653
0.0608258			0.007748754
0.061831886			0.008000676
0.063086564			0.00829634
0.064596692			0.008625837
0.066103209			0.008926868
0.067358339			0.009157279
0.068536907			0.009357308
0.069524168			0.009513031
0.07074421			0.009690958
0.071888789			0.009843665
0.073221451			0.010004611
0.074657687			0.010158352
0.07632335			0.010311837
0.077315573			0.010390964
0.078020356			0.010441712
0.079715561			0.010545644
0.081157353			0.010614377
0.082655769			0.010667204
0.083359768			0.010685622
0.084144809			0.010701416
0.085239041			0.010715281
0.086304361			0.01071963
